Year,Month,Station,Forecasted_Temperature
2018,4,17,33.9
2018,4,18,34.6
2018,4,19,32.7
2018,4,21,33.5
2018,4,20,33.6
2018,4,22,34.5
2018,4,23,30.4
2018,4,24,34
2018,4,25,34
2018,4,26,33.7
2018,4,27,30.6
2018,4,28,32.7
2018,4,29,34.2
2018,4,31,33.4
2018,4,32,31.7
2018,4,30,30.9
2018,4,33,30.9
2018,4,34,31.9
2018,4,35,32.7
2019,4,5,33.6
2019,4,1,33.7
2019,4,2,33.9
2019,4,3,32.5
2019,4,4,34
2019,4,6,32.9
2019,4,7,34.5
2019,4,9,32.6
2019,4,8,33.7
2019,4,10,33.6
2019,4,11,31.3
2019,4,12,34.2
2019,4,13,34
2019,4,14,33.4
2019,4,15,34.1
2019,4,16,34.8
2019,4,17,33.9
2019,4,18,34.6
2019,4,19,33.1
2019,4,21,33.9
2019,4,20,33.9
2019,4,22,34.4
2019,4,23,31.6
2019,4,24,34.5
2019,4,25,34.5
2019,4,26,34.7
2019,4,27,31
2019,4,28,33.3
2019,4,29,34.3
2019,4,31,33.7
2019,4,32,32.9
2019,4,30,31.8
2019,4,33,32.4
2019,4,34,33.2
2019,4,35,33.4
2020,4,5,32.7
2020,4,1,33.6
2020,4,2,32.8
2020,4,3,32.2
2020,4,4,33.3
2020,4,6,32.7
2020,4,7,34.6
2020,4,9,33
2020,4,8,32.1
2020,4,10,33.8
2020,4,11,31.3
2020,4,12,34.1
2020,4,13,33.1
2020,4,14,32.5
2020,4,15,34.1
2020,4,16,34.9
2020,4,17,33.2
2020,4,18,34.4
2020,4,19,32.5
2020,4,21,33.4
2020,4,20,33.9
2020,4,22,34.7
2020,4,23,31.4
2020,4,24,33.9
2020,4,25,34.5
2020,4,26,34.5
2020,4,27,31.3
2020,4,28,32.5
2020,4,29,34.3
2020,4,31,33.1
2020,4,32,32.8
2020,4,30,31.6
2020,4,33,32.8
2020,4,34,33.1
2020,4,35,33.2
2021,4,5,34
2021,4,1,35.4
2021,4,2,35.1
2021,4,3,34.9
2021,4,4,35.2
2021,4,6,33.6
2021,4,7,36.7
2021,4,9,33.6
2021,4,8,34.6
2021,4,10,36.1
2021,4,11,34.1
2021,4,12,35.9
2021,4,13,35.9
2021,4,14,34.4
2021,4,15,36.7
2021,4,16,36.9
2021,4,17,35.6
2021,4,18,36.4
2021,4,19,33
2021,4,21,35.4
2021,4,20,35.7
2021,4,22,36.2
2021,4,23,33.7
2021,4,24,35.6
2021,4,25,37.5
2021,4,26,36.3
2021,4,27,33.3
2021,4,28,34.2
2021,4,29,35.4
2021,4,31,35.5
2021,4,32,35.1
2021,4,30,34.2
2021,4,33,33.8
2021,4,34,35.5
2021,4,35,33.6
2022,4,5,33
2022,4,1,33.8
2022,4,2,33.6
2022,4,3,33.4
2022,4,4,34.3
2022,4,6,33.1
2022,4,7,35.7
2022,4,9,33.4
2022,4,8,32.9
2022,4,10,34.1
2022,4,11,31.6
2022,4,12,34.4
2022,4,13,33.6
2022,4,14,33.1
2022,4,15,35.7
2022,4,16,35.7
2022,4,17,33.6
2022,4,18,35.1
2022,4,19,32.9
2022,4,21,33.7
2022,4,20,34.4
2022,4,22,35.3
2022,4,23,32
2022,4,24,34.1
2022,4,25,36.7
2022,4,26,34.8
2022,4,27,30.5
2022,4,28,32.5
2022,4,29,34.7
2022,4,31,33
2022,4,32,33.9
2022,4,30,31.3
2022,4,33,32
2022,4,34,34.2
2022,4,35,33.4
2023,4,5,35.1
2023,4,1,35.4
2023,4,2,35.4
2023,4,3,35.3
2023,4,4,35.6
2023,4,6,34.1
2023,4,7,38
2023,4,9,34.8
2023,4,8,34.6
2023,4,10,36.4
2023,4,11,34.4
2023,4,12,36.7
2023,4,13,35.7
2023,4,14,34.5
2023,4,15,37.3
2023,4,16,37.5
2023,4,17,35.7
2023,4,18,36.7
2023,4,19,33.9
2023,4,21,35.2
2023,4,20,35.5
2023,4,22,36.8
2023,4,23,34.1
2023,4,24,35.7
2023,4,25,37.5
2023,4,26,35.8
2023,4,27,34.1
2023,4,28,34.7
2023,4,29,36.2
2023,4,31,34.7
2023,4,32,34.9
2023,4,30,34.6
2023,4,33,33.3
2023,4,34,35.8
2023,4,35,34
2024,4,1,33.64498839
2024,4,2,33.61744914
2024,4,3,33.10856816
2024,4,4,33.48841621
2024,4,5,32.88881848
2024,4,6,33.22606006
2024,4,7,35.01666543
2024,4,8,32.72596967
2024,4,9,32.92421833
2024,4,10,33.49955655
2024,4,11,32.22780462
2024,4,12,34.00284245
2024,4,13,33.20729586
2024,4,14,32.78447581
2024,4,15,34.27102588
2024,4,16,35.34181574
2024,4,17,34.09396767
2024,4,18,34.55407477
2024,4,19,32.67672928
2024,4,20,33.86992608
2024,4,21,33.09956844
2024,4,22,34.38907352
2024,4,23,31.92296697
2024,4,25,35.24381066
2024,4,26,33.52061646
2024,4,27,31.75881829
2024,4,28,33.04838428
2024,4,29,34.6695088
2024,4,30,32.23205242
2024,4,31,33.34276712
2024,4,32,32.71555566
2024,4,33,32.1147896
2024,4,34,33.65674489
2024,4,35,32.43277453
2025,4,1,33.66436756
2025,4,2,33.63397372
2025,4,3,33.07320274
2025,4,4,33.53373681
2025,4,5,32.91796796
2025,4,6,33.24179166
2025,4,7,34.99252894
2025,4,8,32.74053447
2025,4,9,32.96776098
2025,4,10,33.50183411
2025,4,11,32.16918837
2025,4,12,34.00800874
2025,4,13,33.23263174
2025,4,14,32.81110632
2025,4,15,34.24540989
2025,4,16,35.34158249
2025,4,17,34.13865013
2025,4,18,34.56993828
2025,4,19,32.70587468
2025,4,20,33.85164444
2025,4,21,33.15948899
2025,4,22,34.40152527
2025,4,23,31.91106017
2025,4,25,35.25789724
2025,4,26,33.56277587
2025,4,27,31.71849591
2025,4,28,33.1210076
2025,4,29,34.6397201
2025,4,30,32.13109189
2025,4,31,33.39214221
2025,4,32,32.71402202
2025,4,33,32.15116393
2025,4,34,33.66527023
2025,4,35,32.44391891
2026,4,1,33.68374673
2026,4,2,33.65049829
2026,4,3,33.03783732
2026,4,4,33.57905741
2026,4,5,32.94711744
2026,4,6,33.25752326
2026,4,7,34.96839245
2026,4,8,32.75509928
2026,4,9,33.01130364
2026,4,10,33.50411168
2026,4,11,32.11057212
2026,4,12,34.01317502
2026,4,13,33.25796762
2026,4,14,32.83773683
2026,4,15,34.2197939
2026,4,16,35.34134923
2026,4,17,34.18333258
2026,4,18,34.58580179
2026,4,19,32.73502008
2026,4,20,33.8333628
2026,4,21,33.21940954
2026,4,22,34.41397701
2026,4,23,31.89915337
2026,4,25,35.27198382
2026,4,26,33.60493528
2026,4,27,31.67817353
2026,4,28,33.19363093
2026,4,29,34.60993141
2026,4,30,32.03013136
2026,4,31,33.44151731
2026,4,32,32.71248838
2026,4,33,32.18753826
2026,4,34,33.67379557
2026,4,35,32.4550633
2027,4,1,33.7031259
2027,4,2,33.66702286
2027,4,3,33.0024719
2027,4,4,33.62437801
2027,4,5,32.97626692
2027,4,6,33.27325486
2027,4,7,34.94425596
2027,4,8,32.76966409
2027,4,9,33.05484629
2027,4,10,33.50638924
2027,4,11,32.05195588
2027,4,12,34.0183413
2027,4,13,33.2833035
2027,4,14,32.86436733
2027,4,15,34.1941779
2027,4,16,35.34111597
2027,4,17,34.22801504
2027,4,18,34.6016653
2027,4,19,32.76416549
2027,4,20,33.81508116
2027,4,21,33.27933009
2027,4,22,34.42642876
2027,4,23,31.88724657
2027,4,25,35.2860704
2027,4,26,33.64709469
2027,4,27,31.63785114
2027,4,28,33.26625425
2027,4,29,34.58014272
2027,4,30,31.92917083
2027,4,31,33.4908924
2027,4,32,32.71095474
2027,4,33,32.22391259
2027,4,34,33.6823209
2027,4,35,32.46620768
2018,5,5,32.1
2018,5,1,32.8
2018,5,2,32.3
2018,5,3,31.5
2018,5,4,32.8
2018,5,6,32.8
2018,5,7,33.4
2018,5,9,32.4
2018,5,8,31.1
2018,5,10,32.3
2018,5,11,31.7
2018,5,12,32.6
2018,5,13,32.2
2018,5,14,32.4
2018,5,15,32.9
2018,5,16,34.1
2018,5,17,33.5
2018,5,18,33.8
2018,5,19,32.5
2018,5,21,32.6
2018,5,20,32.7
2018,5,22,33.7
2018,5,23,30.5
2018,5,24,33.2
2018,5,25,33.4
2018,5,26,32.1
2018,5,27,31.1
2018,5,28,31.8
2018,5,29,34.1
2018,5,31,32.2
2018,5,32,31.6
2018,5,30,31.5
2018,5,33,30.4
2018,5,34,31.9
2018,5,35,33.1
2019,5,5,33.9
2019,5,1,34.8
2019,5,2,34.5
2019,5,3,33.7
2019,5,4,34.7
2019,5,6,33.7
2019,5,7,36
2019,5,9,33.5
2019,5,8,34.2
2019,5,10,34.5
2019,5,11,34
2019,5,12,35
2019,5,13,34.4
2019,5,14,34
2019,5,15,35.8
2019,5,16,36.6
2019,5,17,34.2
2019,5,18,36.1
2019,5,19,34.1
2019,5,21,35.1
2019,5,20,35.2
2019,5,22,36
2019,5,23,32.4
2019,5,24,35.1
2019,5,25,36.1
2019,5,26,34.6
2019,5,27,32
2019,5,28,33.3
2019,5,29,35.7
2019,5,31,33.6
2019,5,32,33.6
2019,5,30,32.9
2019,5,33,32.3
2019,5,34,34.7
2019,5,35,34.1
2020,5,5,33.2
2020,5,1,33.6
2020,5,2,33.4
2020,5,3,32
2020,5,4,33.7
2020,5,6,33.1
2020,5,7,33.5
2020,5,9,33.2
2020,5,8,32.5
2020,5,10,33.3
2020,5,11,31.6
2020,5,12,32.9
2020,5,13,33.3
2020,5,14,32.9
2020,5,15,33.6
2020,5,16,34.5
2020,5,17,33.7
2020,5,18,34.1
2020,5,19,32.6
2020,5,21,33.7
2020,5,20,33.5
2020,5,22,33.9
2020,5,23,32
2020,5,24,34
2020,5,25,33.7
2020,5,26,33.5
2020,5,27,31.5
2020,5,28,33
2020,5,29,33.9
2020,5,31,33.5
2020,5,32,32..4
2020,5,30,31.9
2020,5,33,31.5
2020,5,34,33
2020,5,35,33.3
2021,5,5,33.8
2021,5,1,34.7
2021,5,2,34.3
2021,5,3,33.3
2021,5,4,35.1
2021,5,6,33.7
2021,5,7,34.7
2021,5,9,33.9
2021,5,8,34.5
2021,5,10,34.9
2021,5,11,32.1
2021,5,12,34.6
2021,5,13,35.6
2021,5,14,33.6
2021,5,15,34.8
2021,5,16,35.6
2021,5,17,34.7
2021,5,18,36.4
2021,5,19,33.4
2021,5,21,35.3
2021,5,20,34.7
2021,5,22,35
2021,5,23,33
2021,5,24,34.9
2021,5,25,34.6
2021,5,26,35.6
2021,5,27,31.5
2021,5,28,33.8
2021,5,29,34.8
2021,5,31,35.2
2021,5,32,34.4
2021,5,30,32
2021,5,33,33
2021,5,34,34.5
2021,5,35,34.2
2022,5,5,32.7
2022,5,1,33.6
2022,5,2,33.3
2022,5,3,32.8
2022,5,4,34.1
2022,5,6,33.1
2022,5,7,34.2
2022,5,9,32.8
2022,5,8,33
2022,5,10,33.5
2022,5,11,32.5
2022,5,12,33.4
2022,5,13,32.8
2022,5,14,32.9
2022,5,15,34
2022,5,16,34.9
2022,5,17,33.7
2022,5,18,34.8
2022,5,19,32.8
2022,5,21,33.4
2022,5,20,34.1
2022,5,22,34.8
2022,5,23,31.8
2022,5,24,33.7
2022,5,25,34.7
2022,5,26,32.6
2022,5,27,32
2022,5,28,32.5
2022,5,29,34.2
2022,5,31,32.7
2022,5,32,32.3
2022,5,30,33
2022,5,33,31.1
2022,5,34,33.1
2022,5,35,32.9
2023,5,5,33.6
2023,5,1,34.6
2023,5,2,34.4
2023,5,3,34.6
2023,5,4,34.7
2023,5,6,33.2
2023,5,7,36.3
2023,5,9,33.4
2023,5,8,34.2
2023,5,10,35.4
2023,5,11,34.5
2023,5,12,34.6
2023,5,13,34.5
2023,5,14,33.3
2023,5,15,35.7
2023,5,16,35.8
2023,5,17,34.7
2023,5,18,35.7
2023,5,19,33.4
2023,5,21,34.2
2023,5,20,34.8
2023,5,22,35.3
2023,5,23,33.5
2023,5,24,34.7
2023,5,25,36.3
2023,5,26,34.8
2023,5,27,34
2023,5,28,33.7
2023,5,29,35.3
2023,5,31,33.6
2023,5,32,34.5
2023,5,30,34.8
2023,5,33,33.3
2023,5,34,35.1
2023,5,35,33.7
2024,5,1,33.71419043
2024,5,2,33.71916968
2024,5,3,33.87682715
2024,5,4,33.76799398
2024,5,5,32.68917497
2024,5,6,33.07985224
2024,5,7,35.27424053
2024,5,8,32.87452988
2024,5,9,33.00687973
2024,5,10,33.80382872
2024,5,11,33.58009637
2024,5,12,34.54822203
2024,5,13,33.05723267
2024,5,14,32.88209842
2024,5,15,35.03389235
2024,5,16,35.55417428
2024,5,17,34.17466817
2024,5,18,35.10843536
2024,5,19,32.79332681
2024,5,20,33.80992833
2024,5,21,33.56900693
2024,5,22,34.92622499
2024,5,23,32.59106637
2024,5,25,35.46052375
2024,5,26,33.4670427
2024,5,27,32.86168172
2024,5,28,32.90910756
2024,5,29,35.07374186
2024,5,30,33.28435671
2024,5,31,33.25392457
2024,5,32,32.80360528
2024,5,33,32.17635877
2024,5,34,34.16295514
2024,5,35,32.63261423
2025,5,1,33.76321578
2025,5,2,33.75206453
2025,5,3,33.91131248
2025,5,4,33.82775563
2025,5,5,32.70128517
2025,5,6,33.08357978
2025,5,7,35.3020426
2025,5,8,32.91213386
2025,5,9,33.04760227
2025,5,10,33.84388441
2025,5,11,33.61396187
2025,5,12,34.59031523
2025,5,13,33.09514884
2025,5,14,32.92349914
2025,5,15,35.06828896
2025,5,16,35.60884788
2025,5,17,34.23870228
2025,5,18,35.15740946
2025,5,19,32.81672857
2025,5,20,33.83035318
2025,5,21,33.64390478
2025,5,22,34.97034535
2025,5,23,32.6366185
2025,5,25,35.50741943
2025,5,26,33.49964351
2025,5,27,32.88867055
2025,5,28,32.98202636
2025,5,29,35.07823039
2025,5,30,33.25484933
2025,5,31,33.31285111
2025,5,32,32.83672754
2025,5,33,32.23424438
2025,5,34,34.21894321
2025,5,35,32.64981228
2026,5,1,33.81224114
2026,5,2,33.78495937
2026,5,3,33.9457978
2026,5,4,33.88751728
2026,5,5,32.71339538
2026,5,6,33.08730732
2026,5,7,35.32984466
2026,5,8,32.94973784
2026,5,9,33.08832481
2026,5,10,33.8839401
2026,5,11,33.64782737
2026,5,12,34.63240843
2026,5,13,33.133065
2026,5,14,32.96489986
2026,5,15,35.10268557
2026,5,16,35.66352148
2026,5,17,34.30273639
2026,5,18,35.20638356
2026,5,19,32.84013033
2026,5,20,33.85077803
2026,5,21,33.71880264
2026,5,22,35.01446571
2026,5,23,32.68217063
2026,5,25,35.55431512
2026,5,26,33.53224431
2026,5,27,32.91565939
2026,5,28,33.05494516
2026,5,29,35.08271892
2026,5,30,33.22534195
2026,5,31,33.37177764
2026,5,32,32.86984979
2026,5,33,32.29212998
2026,5,34,34.27493128
2026,5,35,32.66701034
2027,5,1,33.8612665
2027,5,2,33.81785422
2027,5,3,33.98028313
2027,5,4,33.94727893
2027,5,5,32.72550558
2027,5,6,33.09103487
2027,5,7,35.35764673
2027,5,8,32.98734182
2027,5,9,33.12904735
2027,5,10,33.9239958
2027,5,11,33.68169287
2027,5,12,34.67450163
2027,5,13,33.17098116
2027,5,14,33.00630059
2027,5,15,35.13708218
2027,5,16,35.71819508
2027,5,17,34.36677049
2027,5,18,35.25535766
2027,5,19,32.86353209
2027,5,20,33.87120289
2027,5,21,33.79370049
2027,5,22,35.05858606
2027,5,23,32.72772276
2027,5,25,35.6012108
2027,5,26,33.56484511
2027,5,27,32.94264822
2027,5,28,33.12786397
2027,5,29,35.08720745
2027,5,30,33.19583457
2027,5,31,33.43070418
2027,5,32,32.90297205
2027,5,33,32.35001559
2027,5,34,34.33091936
2027,5,35,32.6842084
2018,6,5,31.6
2018,6,1,33.2
2018,6,2,32.8
2018,6,3,33.3
2018,6,4,33.1
2018,6,6,32.1
2018,6,7,35.1
2018,6,9,31.2
2018,6,8,31.8
2018,6,10,33.5
2018,6,11,33.9
2018,6,12,33.8
2018,6,13,32.3
2018,6,14,31.7
2018,6,15,35
2018,6,16,35.1
2018,6,17,32.6
2018,6,18,34.3
2018,6,19,31.6
2018,6,21,32.5
2018,6,20,33.4
2018,6,22,33.4
2018,6,23,32.3
2018,6,24,32.9
2018,6,25,35.6
2018,6,26,31.7
2018,6,27,33.3
2018,6,28,31.5
2018,6,29,34.4
2018,6,31,32.3
2018,6,32,33
2018,6,30,33.7
2018,6,33,32.6
2018,6,34,34.1
2018,6,35,31.1
2019,6,5,32.9
2019,6,1,34
2019,6,2,33.8
2019,6,3,33.6
2019,6,4,34.2
2019,6,6,33.2
2019,6,7,35.2
2019,6,9,33.2
2019,6,8,32.5
2019,6,10,33.5
2019,6,11,34.1
2019,6,12,34.1
2019,6,13,33.8
2019,6,14,33.3
2019,6,15,34.8
2019,6,16,36
2019,6,17,33.4
2019,6,18,35.1
2019,6,19,33.4
2019,6,21,33.9
2019,6,20,34.2
2019,6,22,34.8
2019,6,23,32.3
2019,6,24,33.9
2019,6,25,35.8
2019,6,26,33.5
2019,6,27,33.7
2019,6,28,32.9
2019,6,29,34.7
2019,6,31,33.4
2019,6,32,33.3
2019,6,30,34.1
2019,6,33,32.7
2019,6,34,34.1
2019,6,35,32.3
2020,6,5,32.2
2020,6,1,32.6
2020,6,2,32.3
2020,6,3,33.3
2020,6,4,33
2020,6,6,32.6
2020,6,7,34.2
2020,6,9,31.5
2020,6,8,31.8
2020,6,10,33.3
2020,6,11,33.1
2020,6,12,33.1
2020,6,13,32.5
2020,6,14,31.6
2020,6,15,34.1
2020,6,16,34.4
2020,6,17,32.4
2020,6,18,33.5
2020,6,19,32
2020,6,21,32.7
2020,6,20,32.8
2020,6,22,33
2020,6,23,32.6
2020,6,24,32.4
2020,6,25,34.7
2020,6,26,32.7
2020,6,27,32.9
2020,6,28,31.9
2020,6,29,33.4
2020,6,31,32.5
2020,6,32,32.8
2020,6,30,33.1
2020,6,33,32.1
2020,6,34,33.5
2020,6,35,33.5
2021,6,5,31
2021,6,1,33.9
2021,6,2,33.8
2021,6,3,32.7
2021,6,4,32
2021,6,6,31.6
2021,6,7,33.2
2021,6,9,30.8
2021,6,8,31.8
2021,6,10,32.5
2021,6,11,33.3
2021,6,12,32.6
2021,6,13,31.9
2021,6,14,30.9
2021,6,15,33.5
2021,6,16,33.5
2021,6,17,32
2021,6,18,35.4
2021,6,19,31.2
2021,6,21,31.6
2021,6,20,31.9
2021,6,22,32.9
2021,6,23,32
2021,6,24,33.8
2021,6,25,34.1
2021,6,26,31.4
2021,6,27,32.7
2021,6,28,31
2021,6,29,32.5
2021,6,31,31.2
2021,6,32,32.9
2021,6,30,33.1
2021,6,33,32.1
2021,6,34,32.8
2021,6,35,30.6
2022,6,5,31.6
2022,6,1,33.1
2022,6,2,32.7
2022,6,3,32.5
2022,6,4,33
2022,6,6,32.1
2022,6,7,34.6
2022,6,9,31.2
2022,6,8,31.6
2022,6,10,33.3
2022,6,11,32.2
2022,6,12,33.4
2022,6,13,31.7
2022,6,14,31.5
2022,6,15,34.4
2022,6,16,34.7
2022,6,17,32.7
2022,6,18,34
2022,6,19,32
2022,6,21,32.3
2022,6,20,33.3
2022,6,22,34.1
2022,6,23,31
2022,6,24,32.9
2022,6,25,34.9
2022,6,26,31.7
2022,6,27,31.8
2022,6,28,31.5
2022,6,29,33.9
2022,6,31,31.8
2022,6,32,31.9
2022,6,30,32.3
2022,6,33,29.8
2022,6,34,33.4
2022,6,35,31.7
2023,6,5,32.7
2023,6,1,33.5
2023,6,2,33.5
2023,6,3,34.9
2023,6,4,33.8
2023,6,6,32.9
2023,6,7,35.9
2023,6,9,32.4
2023,6,8,32.8
2023,6,10,34.2
2023,6,11,35.2
2023,6,12,33.9
2023,6,13,32.5
2023,6,14,32.3
2023,6,15,36.3
2023,6,16,35.8
2023,6,17,33.2
2023,6,18,34.7
2023,6,19,32.5
2023,6,21,32.6
2023,6,20,34
2023,6,22,34.8
2023,6,23,32.8
2023,6,24,33.5
2023,6,25,37.3
2023,6,26,33.2
2023,6,27,33.7
2023,6,28,32.5
2023,6,29,34.5
2023,6,31,32.6
2023,6,32,33.4
2023,6,30,34.9
2023,6,33,31.9
2023,6,34,34.8
2023,6,35,31.5
2024,6,1,33.00730978
2024,6,2,33.182995
2024,6,3,33.33259437
2024,6,4,33.17390937
2024,6,5,32.44256637
2024,6,6,32.51366125
2024,6,7,34.49406828
2024,6,8,32.54087123
2024,6,9,32.68745555
2024,6,10,33.05589924
2024,6,11,33.59194174
2024,6,12,33.68856599
2024,6,13,32.64165992
2024,6,14,32.40099411
2024,6,15,34.05987563
2024,6,16,34.67146544
2024,6,17,33.01730272
2024,6,18,33.9017304
2024,6,19,32.4719033
2024,6,20,33.04659141
2024,6,21,33.10987925
2024,6,22,33.69799122
2024,6,23,32.50808098
2024,6,25,34.5860045
2024,6,26,33.00457705
2024,6,27,32.92358738
2024,6,28,31.90658754
2024,6,29,34.14477776
2024,6,30,33.73074206
2024,6,31,32.84325246
2024,6,32,32.53542959
2024,6,33,32.01390801
2024,6,34,33.46147838
2024,6,35,31.98826138
2025,6,1,33.04758785
2025,6,2,33.21456057
2025,6,3,33.36805731
2025,6,4,33.22240848
2025,6,5,32.45722845
2025,6,6,32.52241908
2025,6,7,34.54834228
2025,6,8,32.56374416
2025,6,9,32.74450317
2025,6,10,33.086078
2025,6,11,33.62851674
2025,6,12,33.73694898
2025,6,13,32.66965763
2025,6,14,32.43571884
2025,6,15,34.10539027
2025,6,16,34.73738905
2025,6,17,33.0640086
2025,6,18,33.93902197
2025,6,19,32.52087708
2025,6,20,33.07023974
2025,6,21,33.17717158
2025,6,22,33.72215776
2025,6,23,32.5392707
2025,6,25,34.64718504
2025,6,26,33.04522742
2025,6,27,32.94485145
2025,6,28,31.97106332
2025,6,29,34.16749434
2025,6,30,33.76137461
2025,6,31,32.89544752
2025,6,32,32.55031495
2025,6,33,32.02921435
2025,6,34,33.51475651
2025,6,35,32.02845695
2026,6,1,33.08786593
2026,6,2,33.24612614
2026,6,3,33.40352026
2026,6,4,33.27090759
2026,6,5,32.47189054
2026,6,6,32.53117692
2026,6,7,34.60261628
2026,6,8,32.58661709
2026,6,9,32.80155079
2026,6,10,33.11625676
2026,6,11,33.66509173
2026,6,12,33.78533197
2026,6,13,32.69765533
2026,6,14,32.47044357
2026,6,15,34.15090491
2026,6,16,34.80331266
2026,6,17,33.11071449
2026,6,18,33.97631354
2026,6,19,32.56985085
2026,6,20,33.09388807
2026,6,21,33.24446392
2026,6,22,33.7463243
2026,6,23,32.57046041
2026,6,25,34.70836559
2026,6,26,33.08587779
2026,6,27,32.96611552
2026,6,28,32.03553911
2026,6,29,34.19021091
2026,6,30,33.79200715
2026,6,31,32.94764258
2026,6,32,32.56520031
2026,6,33,32.04452069
2026,6,34,33.56803464
2026,6,35,32.06865252
2027,6,1,33.128144
2027,6,2,33.27769171
2027,6,3,33.43898321
2027,6,4,33.3194067
2027,6,5,32.48655262
2027,6,6,32.53993475
2027,6,7,34.65689029
2027,6,8,32.60949002
2027,6,9,32.85859841
2027,6,10,33.14643553
2027,6,11,33.70166673
2027,6,12,33.83371496
2027,6,13,32.72565304
2027,6,14,32.50516829
2027,6,15,34.19641955
2027,6,16,34.86923626
2027,6,17,33.15742037
2027,6,18,34.01360511
2027,6,19,32.61882462
2027,6,20,33.11753641
2027,6,21,33.31175625
2027,6,22,33.77049083
2027,6,23,32.60165012
2027,6,25,34.76954613
2027,6,26,33.12652816
2027,6,27,32.98737959
2027,6,28,32.10001489
2027,6,29,34.21292749
2027,6,30,33.8226397
2027,6,31,32.99983764
2027,6,32,32.58008566
2027,6,33,32.05982703
2027,6,34,33.62131276
2027,6,35,32.10884809
2018,7,5,31.4
2018,7,1,31.8
2018,7,2,31.7
2018,7,3,32.9
2018,7,4,32.8
2018,7,6,31.9
2018,7,7,33.1
2018,7,9,30.7
2018,7,8,31.6
2018,7,10,32.7
2018,7,11,33.5
2018,7,12,32.6
2018,7,13,31.7
2018,7,14,30.7
2018,7,15,33.3
2018,7,16,33.5
2018,7,17,31.7
2018,7,18,32.8
2018,7,19,31.2
2018,7,21,31.4
2018,7,20,32.4
2018,7,22,31.8
2018,7,23,32.4
2018,7,24,31.6
2018,7,25,33.9
2018,7,26,31.9
2018,7,27,33.3
2018,7,28,31.1
2018,7,29,32.6
2018,7,31,31.7
2018,7,32,33.6
2018,7,30,33.4
2018,7,33,33.3
